image,date,width,height,task,type,region,disease,crop,area,grow,risk,xtl,ytl,xbr,ybr,class_no
V006_77_1_18_11_03_13_1_9008w_20201111_216_a0000.jpg,2020/11/11,3024,4032,77,1,4.0,18,11,3,13,1,1100,687,2436,3180,1
V006_77_1_18_11_03_13_1_9008w_20201111_216_a0001.jpg,2020/11/11,3024,4032,77,1,4.0,18,11,3,13,1,588,687,1924,3180,1
V006_77_1_18_11_03_13_1_9008w_20201111_216_a0002.jpg,2020/11/11,3024,4032,77,1,4.0,18,11,3,13,1,1100,687,2436,3180,1
V006_77_1_18_11_03_13_1_9008w_20201111_216_a0003.jpg,2020/11/11,3024,4032,77,1,4.0,18,11,3,13,1,588,852,1924,3344,1
V006_77_1_18_11_03_13_1_9008w_20201111_216_a0004.jpg,2020/11/11,3024,4032,77,1,4.0,18,11,3,13,1,1100,852,2436,3344,1
V006_77_1_18_11_03_13_1_9008w_20201111_216_a0005.jpg,2020/11/11,3024,4032,77,1,4.0,18,11,3,13,1,1100,687,2436,3180,1
V006_77_1_18_11_03_13_1_9008w_20201111_216_a0006.jpg,2020/11/11,3024,4032,77,1,4.0,18,11,3,13,1,588,687,1924,3180,1
V006_77_1_18_11_03_13_1_9008w_20201111_216_a0007.jpg,2020/11/11,4032,3024,77,1,4.0,18,11,3,13,1,687,1100,3180,2436,1
V006_77_1_18_11_03_13_1_9008w_20201111_216_a0008.jpg,2020/11/11,3024,4032,77,1,4.0,18,11,3,13,1,1100,687,2436,3180,1
V006_77_1_18_11_03_13_1_9008w_20201111_216_a0009.jpg,2020/11/11,3024,4032,77,1,4.0,18,11,3,13,1,588,852,1924,3344,1
V006_77_1_18_11_03_13_1_9008w_20201117_243_a0000.jpg,2020/11/17,3024,4032,77,1,4.0,18,11,3,13,1,528,936,2228,3388,1
V006_77_1_18_11_03_13_1_9008w_20201117_243_a0001.jpg,2020/11/17,4032,3024,77,1,4.0,18,11,3,13,1,644,528,3095,2228,1
V006_77_1_18_11_03_13_1_9008w_20201117_243_a0002.jpg,2020/11/17,4032,3024,77,1,4.0,18,11,3,13,1,936,528,3388,2228,1
V006_77_1_18_11_03_13_1_9008w_20201117_243_a0003.jpg,2020/11/17,4032,3024,77,1,4.0,18,11,3,13,1,644,796,3095,2496,1
V006_77_1_18_11_03_13_1_9008w_20201117_243_a0004.jpg,2020/11/17,3024,4032,77,1,4.0,18,11,3,13,1,796,644,2496,3095,1
V006_77_1_18_11_03_13_1_9008w_20201117_243_a0005.jpg,2020/11/17,4032,3024,77,1,4.0,18,11,3,13,1,936,528,3388,2228,1
V006_77_1_18_11_03_13_1_9008w_20201117_243_a0006.jpg,2020/11/17,3024,4032,77,1,4.0,18,11,3,13,1,796,644,2496,3095,1
V006_77_1_18_11_03_13_1_9008w_20201117_243_a0007.jpg,2020/11/17,4032,3024,77,1,4.0,18,11,3,13,1,644,528,3095,2228,1
V006_77_1_18_11_03_13_1_9008w_20201117_243_a0008.jpg,2020/11/17,4032,3024,77,1,4.0,18,11,3,13,1,936,528,3388,2228,1
V006_77_1_18_11_03_13_1_9008w_20201117_243_a0009.jpg,2020/11/17,4032,3024,77,1,4.0,18,11,3,13,1,644,528,3095,2228,1
V006_77_1_18_11_03_13_1_9008w_20201118_249_a0000.jpg,2020/11/18,4032,3024,77,1,4.0,18,11,3,13,1,940,740,3416,2252,1
V006_77_1_18_11_03_13_1_9008w_20201118_249_a0001.jpg,2020/11/18,4032,3024,77,1,4.0,18,11,3,13,1,940,740,3416,2252,1
V006_77_1_18_11_03_13_1_9008w_20201118_249_a0002.jpg,2020/11/18,3024,4032,77,1,4.0,18,11,3,13,1,740,616,2252,3091,1
V006_77_1_18_11_03_13_1_9008w_20201118_249_a0003.jpg,2020/11/18,4032,3024,77,1,4.0,18,11,3,13,1,616,740,3091,2252,1
V006_77_1_18_11_03_13_1_9008w_20201118_249_a0004.jpg,2020/11/18,4032,3024,77,1,4.0,18,11,3,13,1,940,772,3416,2284,1
V006_77_1_18_11_03_13_1_9008w_20201118_249_a0005.jpg,2020/11/18,3024,4032,77,1,4.0,18,11,3,13,1,740,616,2252,3091,1
V006_77_1_18_11_03_13_1_9008w_20201118_249_a0006.jpg,2020/11/18,3024,4032,77,1,4.0,18,11,3,13,1,772,616,2284,3091,1
V006_77_1_18_11_03_13_1_9008w_20201118_249_a0007.jpg,2020/11/18,3024,4032,77,1,4.0,18,11,3,13,1,772,940,2284,3416,1
V006_77_1_18_11_03_13_1_9008w_20201118_249_a0008.jpg,2020/11/18,3024,4032,77,1,4.0,18,11,3,13,1,772,940,2284,3416,1
V006_77_1_18_11_03_13_1_9008w_20201118_249_a0009.jpg,2020/11/18,4032,3024,77,1,4.0,18,11,3,13,1,616,772,3091,2284,1
V006_77_1_18_11_03_13_1_9008w_20201119_251_a0000.jpg,2020/11/19,3024,4032,77,1,4.0,18,11,3,13,1,356,1684,1824,3020,1
V006_77_1_18_11_03_13_1_9008w_20201119_251_a0001.jpg,2020/11/19,4032,3024,77,1,4.0,18,11,3,13,1,1684,356,3020,1824,1
V006_77_1_18_11_03_13_1_9008w_20201119_251_a0002.jpg,2020/11/19,4032,3024,77,1,4.0,18,11,3,13,1,1012,356,2347,1824,1
V006_77_1_18_11_03_13_1_9008w_20201119_251_a0003.jpg,2020/11/19,4032,3024,77,1,4.0,18,11,3,13,1,1684,356,3020,1824,1
V006_77_1_18_11_03_13_1_9008w_20201119_251_a0004.jpg,2020/11/19,4032,3024,77,1,4.0,18,11,3,13,1,1684,356,3020,1824,1
V006_77_1_18_11_03_13_1_9008w_20201119_251_a0005.jpg,2020/11/19,3024,4032,77,1,4.0,18,11,3,13,1,1200,1012,2668,2347,1
V006_77_1_18_11_03_13_1_9008w_20201119_251_a0006.jpg,2020/11/19,3024,4032,77,1,4.0,18,11,3,13,1,356,1012,1824,2347,1
V006_77_1_18_11_03_13_1_9008w_20201119_251_a0007.jpg,2020/11/19,4032,3024,77,1,4.0,18,11,3,13,1,1684,1200,3020,2668,1
V006_77_1_18_11_03_13_1_9008w_20201119_251_a0008.jpg,2020/11/19,3024,4032,77,1,4.0,18,11,3,13,1,1200,1012,2668,2347,1
V006_77_1_18_11_03_13_1_9008w_20201119_251_a0009.jpg,2020/11/19,4032,3024,77,1,4.0,18,11,3,13,1,1012,356,2347,1824,1
V006_77_1_18_11_03_13_1_9008w_20201124_265_a0000.jpg,2020/11/24,4032,3024,77,1,4.0,18,11,3,13,1,1059,971,2859,2632,1
V006_77_1_18_11_03_13_1_9008w_20201124_265_a0001.jpg,2020/11/24,3024,4032,77,1,4.0,18,11,3,13,1,971,1172,2632,2972,1
V006_77_1_18_11_03_13_1_9008w_20201124_265_a0002.jpg,2020/11/24,4032,3024,77,1,4.0,18,11,3,13,1,1059,971,2859,2632,1
V006_77_1_18_11_03_13_1_9008w_20201124_265_a0003.jpg,2020/11/24,4032,3024,77,1,4.0,18,11,3,13,1,1172,392,2972,2052,1
V006_77_1_18_11_03_13_1_9008w_20201124_265_a0004.jpg,2020/11/24,4032,3024,77,1,4.0,18,11,3,13,1,1059,392,2859,2052,1
V006_77_1_18_11_03_13_1_9008w_20201124_265_a0005.jpg,2020/11/24,3024,4032,77,1,4.0,18,11,3,13,1,971,1172,2632,2972,1
V006_77_1_18_11_03_13_1_9008w_20201124_265_a0006.jpg,2020/11/24,3024,4032,77,1,4.0,18,11,3,13,1,971,1059,2632,2859,1
V006_77_1_18_11_03_13_1_9008w_20201124_265_a0007.jpg,2020/11/24,3024,4032,77,1,4.0,18,11,3,13,1,971,1172,2632,2972,1
V006_77_1_18_11_03_13_1_9008w_20201124_265_a0008.jpg,2020/11/24,4032,3024,77,1,4.0,18,11,3,13,1,1059,392,2859,2052,1
V006_77_1_18_11_03_13_1_9008w_20201124_265_a0009.jpg,2020/11/24,3024,4032,77,1,4.0,18,11,3,13,1,971,1059,2632,2859,1
V006_77_1_18_11_03_13_1_9008w_20201125_269_a0000.jpg,2020/11/25,4032,3024,77,1,4.0,18,11,3,13,1,1100,580,3400,2080,1
V006_77_1_18_11_03_13_1_9008w_20201125_269_a0001.jpg,2020/11/25,3024,4032,77,1,4.0,18,11,3,13,1,580,1100,2080,3400,1
V006_77_1_18_11_03_13_1_9008w_20201125_269_a0002.jpg,2020/11/25,4032,3024,77,1,4.0,18,11,3,13,1,1100,580,3400,2080,1
V006_77_1_18_11_03_13_1_9008w_20201125_269_a0003.jpg,2020/11/25,4032,3024,77,1,4.0,18,11,3,13,1,632,580,2932,2080,1
V006_77_1_18_11_03_13_1_9008w_20201125_269_a0004.jpg,2020/11/25,3024,4032,77,1,4.0,18,11,3,13,1,944,632,2444,2932,1
V006_77_1_18_11_03_13_1_9008w_20201125_269_a0005.jpg,2020/11/25,3024,4032,77,1,4.0,18,11,3,13,1,580,632,2080,2932,1
V006_77_1_18_11_03_13_1_9008w_20201125_269_a0006.jpg,2020/11/25,3024,4032,77,1,4.0,18,11,3,13,1,944,1100,2444,3400,1
V006_77_1_18_11_03_13_1_9008w_20201125_269_a0007.jpg,2020/11/25,4032,3024,77,1,4.0,18,11,3,13,1,632,944,2932,2444,1
V006_77_1_18_11_03_13_1_9008w_20201125_269_a0008.jpg,2020/11/25,4032,3024,77,1,4.0,18,11,3,13,1,1100,944,3400,2444,1
V006_77_1_18_11_03_13_1_9008w_20201125_269_a0009.jpg,2020/11/25,4032,3024,77,1,4.0,18,11,3,13,1,632,580,2932,2080,1
V006_77_1_18_11_03_13_1_9008w_20201125_271_a0000.jpg,2020/11/25,3024,4032,77,1,4.0,18,11,3,13,1,616,1228,2372,3776,1
V006_77_1_18_11_03_13_1_9008w_20201125_271_a0001.jpg,2020/11/25,4032,3024,77,1,4.0,18,11,3,13,1,256,616,2804,2372,1
V006_77_1_18_11_03_13_1_9008w_20201125_271_a0002.jpg,2020/11/25,3024,4032,77,1,4.0,18,11,3,13,1,651,1228,2408,3776,1
V006_77_1_18_11_03_13_1_9008w_20201125_271_a0003.jpg,2020/11/25,3024,4032,77,1,4.0,18,11,3,13,1,651,256,2408,2804,1
V006_77_1_18_11_03_13_1_9008w_20201125_271_a0004.jpg,2020/11/25,3024,4032,77,1,4.0,18,11,3,13,1,616,256,2372,2804,1
V006_77_1_18_11_03_13_1_9008w_20201125_271_a0005.jpg,2020/11/25,4032,3024,77,1,4.0,18,11,3,13,1,1228,616,3776,2372,1
V006_77_1_18_11_03_13_1_9008w_20201125_271_a0006.jpg,2020/11/25,3024,4032,77,1,4.0,18,11,3,13,1,616,1228,2372,3776,1
V006_77_1_18_11_03_13_1_9008w_20201125_271_a0007.jpg,2020/11/25,4032,3024,77,1,4.0,18,11,3,13,1,256,616,2804,2372,1
V006_77_1_18_11_03_13_1_9008w_20201125_271_a0008.jpg,2020/11/25,4032,3024,77,1,4.0,18,11,3,13,1,256,616,2804,2372,1
V006_77_1_18_11_03_13_1_9008w_20201125_271_a0009.jpg,2020/11/25,4032,3024,77,1,4.0,18,11,3,13,1,256,651,2804,2408,1
V006_77_1_18_11_03_13_1_9008w_20201127_282_a0000.jpg,2020/11/27,4032,3024,77,1,4.0,18,11,3,13,1,671,272,3032,2292,1
V006_77_1_18_11_03_13_1_9008w_20201127_282_a0001.jpg,2020/11/27,4032,3024,77,1,4.0,18,11,3,13,1,1000,272,3360,2292,1
V006_77_1_18_11_03_13_1_9008w_20201127_282_a0002.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,732,1000,2752,3360,1
V006_77_1_18_11_03_13_1_9008w_20201127_282_a0003.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,732,1000,2752,3360,1
V006_77_1_18_11_03_13_1_9008w_20201127_282_a0004.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,272,671,2292,3032,1
V006_77_1_18_11_03_13_1_9008w_20201127_282_a0005.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,272,671,2292,3032,1
V006_77_1_18_11_03_13_1_9008w_20201127_282_a0006.jpg,2020/11/27,4032,3024,77,1,4.0,18,11,3,13,1,671,272,3032,2292,1
V006_77_1_18_11_03_13_1_9008w_20201127_282_a0007.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,272,671,2292,3032,1
V006_77_1_18_11_03_13_1_9008w_20201127_282_a0008.jpg,2020/11/27,4032,3024,77,1,4.0,18,11,3,13,1,671,272,3032,2292,1
V006_77_1_18_11_03_13_1_9008w_20201127_282_a0009.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,732,1000,2752,3360,1
V006_77_1_18_11_03_13_1_9008w_20201127_283_a0000.jpg,2020/11/27,4032,3024,77,1,4.0,18,11,3,13,1,527,152,2876,1728,1
V006_77_1_18_11_03_13_1_9008w_20201127_283_a0001.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,152,527,1728,2876,1
V006_77_1_18_11_03_13_1_9008w_20201127_283_a0002.jpg,2020/11/27,4032,3024,77,1,4.0,18,11,3,13,1,1156,152,3504,1728,1
V006_77_1_18_11_03_13_1_9008w_20201127_283_a0003.jpg,2020/11/27,4032,3024,77,1,4.0,18,11,3,13,1,1156,1296,3504,2872,1
V006_77_1_18_11_03_13_1_9008w_20201127_283_a0004.jpg,2020/11/27,4032,3024,77,1,4.0,18,11,3,13,1,1156,152,3504,1728,1
V006_77_1_18_11_03_13_1_9008w_20201127_283_a0005.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,152,527,1728,2876,1
V006_77_1_18_11_03_13_1_9008w_20201127_283_a0006.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,1296,527,2872,2876,1
V006_77_1_18_11_03_13_1_9008w_20201127_283_a0007.jpg,2020/11/27,4032,3024,77,1,4.0,18,11,3,13,1,1156,1296,3504,2872,1
V006_77_1_18_11_03_13_1_9008w_20201127_283_a0008.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,152,527,1728,2876,1
V006_77_1_18_11_03_13_1_9008w_20201127_283_a0009.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,152,1156,1728,3504,1
V006_77_1_18_11_03_13_1_9008w_20201127_285_a0000.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,480,972,2572,3796,1
V006_77_1_18_11_03_13_1_9008w_20201127_285_a0001.jpg,2020/11/27,4032,3024,77,1,4.0,18,11,3,13,1,972,480,3796,2572,1
V006_77_1_18_11_03_13_1_9008w_20201127_285_a0002.jpg,2020/11/27,4032,3024,77,1,4.0,18,11,3,13,1,972,451,3796,2544,1
V006_77_1_18_11_03_13_1_9008w_20201127_285_a0003.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,480,236,2572,3060,1
V006_77_1_18_11_03_13_1_9008w_20201127_285_a0004.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,451,972,2544,3796,1
V006_77_1_18_11_03_13_1_9008w_20201127_285_a0005.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,451,236,2544,3060,1
V006_77_1_18_11_03_13_1_9008w_20201127_285_a0006.jpg,2020/11/27,4032,3024,77,1,4.0,18,11,3,13,1,236,451,3060,2544,1
V006_77_1_18_11_03_13_1_9008w_20201127_285_a0007.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,480,236,2572,3060,1
V006_77_1_18_11_03_13_1_9008w_20201127_285_a0008.jpg,2020/11/27,4032,3024,77,1,4.0,18,11,3,13,1,236,451,3060,2544,1
V006_77_1_18_11_03_13_1_9008w_20201127_285_a0009.jpg,2020/11/27,4032,3024,77,1,4.0,18,11,3,13,1,236,480,3060,2572,1
V006_77_1_18_11_03_13_1_9008w_20201127_286_a0000.jpg,2020/11/27,4032,3024,77,1,4.0,18,11,3,13,1,1980,1271,3224,2476,1
V006_77_1_18_11_03_13_1_9008w_20201127_286_a0001.jpg,2020/11/27,4032,3024,77,1,4.0,18,11,3,13,1,807,1271,2052,2476,1
V006_77_1_18_11_03_13_1_9008w_20201127_286_a0002.jpg,2020/11/27,4032,3024,77,1,4.0,18,11,3,13,1,1980,1271,3224,2476,1
V006_77_1_18_11_03_13_1_9008w_20201127_286_a0003.jpg,2020/11/27,4032,3024,77,1,4.0,18,11,3,13,1,807,1271,2052,2476,1
V006_77_1_18_11_03_13_1_9008w_20201127_286_a0004.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,1271,1980,2476,3224,1
V006_77_1_18_11_03_13_1_9008w_20201127_286_a0005.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,548,807,1752,2052,1
V006_77_1_18_11_03_13_1_9008w_20201127_286_a0006.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,1271,807,2476,2052,1
V006_77_1_18_11_03_13_1_9008w_20201127_286_a0007.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,1271,807,2476,2052,1
V006_77_1_18_11_03_13_1_9008w_20201127_286_a0008.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,1271,807,2476,2052,1
V006_77_1_18_11_03_13_1_9008w_20201127_286_a0009.jpg,2020/11/27,4032,3024,77,1,4.0,18,11,3,13,1,807,548,2052,1752,1
V006_77_1_18_11_03_13_1_9008w_20201127_287_a0000.jpg,2020/11/27,4032,3024,77,1,4.0,18,11,3,13,1,1316,260,3168,2268,1
V006_77_1_18_11_03_13_1_9008w_20201127_287_a0001.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,260,1316,2268,3168,1
V006_77_1_18_11_03_13_1_9008w_20201127_287_a0002.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,756,1316,2764,3168,1
V006_77_1_18_11_03_13_1_9008w_20201127_287_a0003.jpg,2020/11/27,4032,3024,77,1,4.0,18,11,3,13,1,1316,756,3168,2764,1
V006_77_1_18_11_03_13_1_9008w_20201127_287_a0004.jpg,2020/11/27,4032,3024,77,1,4.0,18,11,3,13,1,864,756,2716,2764,1
V006_77_1_18_11_03_13_1_9008w_20201127_287_a0005.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,260,864,2268,2716,1
V006_77_1_18_11_03_13_1_9008w_20201127_287_a0006.jpg,2020/11/27,4032,3024,77,1,4.0,18,11,3,13,1,1316,756,3168,2764,1
V006_77_1_18_11_03_13_1_9008w_20201127_287_a0007.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,260,864,2268,2716,1
V006_77_1_18_11_03_13_1_9008w_20201127_287_a0008.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,260,1316,2268,3168,1
V006_77_1_18_11_03_13_1_9008w_20201127_287_a0009.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,260,864,2268,2716,1
V006_77_1_18_11_03_13_1_9008w_20201127_288_a0000.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,636,1364,2440,3308,1
V006_77_1_18_11_03_13_1_9008w_20201127_288_a0001.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,636,724,2440,2668,1
V006_77_1_18_11_03_13_1_9008w_20201127_288_a0002.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,584,724,2388,2668,1
V006_77_1_18_11_03_13_1_9008w_20201127_288_a0003.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,584,724,2388,2668,1
V006_77_1_18_11_03_13_1_9008w_20201127_288_a0004.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,636,1364,2440,3308,1
V006_77_1_18_11_03_13_1_9008w_20201127_288_a0005.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,636,1364,2440,3308,1
V006_77_1_18_11_03_13_1_9008w_20201127_288_a0006.jpg,2020/11/27,4032,3024,77,1,4.0,18,11,3,13,1,724,636,2668,2440,1
V006_77_1_18_11_03_13_1_9008w_20201127_288_a0007.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,636,1364,2440,3308,1
V006_77_1_18_11_03_13_1_9008w_20201127_288_a0008.jpg,2020/11/27,4032,3024,77,1,4.0,18,11,3,13,1,1364,584,3308,2388,1
V006_77_1_18_11_03_13_1_9008w_20201127_288_a0009.jpg,2020/11/27,3024,4032,77,1,4.0,18,11,3,13,1,636,724,2440,2668,1
V006_77_1_18_11_03_13_1_9605w_20200916_6_a0000.jpg,2020/09/16,4032,3024,77,1,4.0,18,11,3,13,1,966,1553,1815,2670,1
V006_77_1_18_11_03_13_1_9605w_20200916_6_a0001.jpg,2020/09/16,4032,3024,77,1,4.0,18,11,3,13,1,2217,1553,3065,2670,1
V006_77_1_18_11_03_13_1_9605w_20200916_6_a0002.jpg,2020/09/16,3024,4032,77,1,4.0,18,11,3,13,1,354,2217,1471,3065,1
V006_77_1_18_11_03_13_1_9605w_20200916_6_a0003.jpg,2020/09/16,3024,4032,77,1,4.0,18,11,3,13,1,354,966,1471,1815,1
V006_77_1_18_11_03_13_1_9605w_20200916_6_a0004.jpg,2020/09/16,4032,3024,77,1,4.0,18,11,3,13,1,2217,1553,3065,2670,1
V006_77_1_18_11_03_13_1_9605w_20200916_6_a0005.jpg,2020/09/16,4032,3024,77,1,4.0,18,11,3,13,1,966,354,1815,1471,1
V006_77_1_18_11_03_13_1_9605w_20200916_6_a0006.jpg,2020/09/16,3024,4032,77,1,4.0,18,11,3,13,1,1553,2217,2670,3065,1
V006_77_1_18_11_03_13_1_9605w_20200916_6_a0007.jpg,2020/09/16,3024,4032,77,1,4.0,18,11,3,13,1,1553,2217,2670,3065,1
V006_77_1_18_11_03_13_1_9605w_20200916_6_a0008.jpg,2020/09/16,4032,3024,77,1,4.0,18,11,3,13,1,2217,1553,3065,2670,1
V006_77_1_18_11_03_13_1_9605w_20200916_6_a0009.jpg,2020/09/16,3024,4032,77,1,4.0,18,11,3,13,1,354,2217,1471,3065,1
V006_77_1_18_11_03_13_1_9605w_20200918_11_a0000.jpg,2020/09/18,3024,4032,77,1,4.0,18,11,3,13,1,687,695,2299,2307,1
V006_77_1_18_11_03_13_1_9605w_20200918_11_a0001.jpg,2020/09/18,4032,3024,77,1,4.0,18,11,3,13,1,695,724,2307,2337,1
V006_77_1_18_11_03_13_1_9605w_20200918_11_a0002.jpg,2020/09/18,3024,4032,77,1,4.0,18,11,3,13,1,724,1725,2337,3337,1
V006_77_1_18_11_03_13_1_9605w_20200918_11_a0003.jpg,2020/09/18,4032,3024,77,1,4.0,18,11,3,13,1,1725,724,3337,2337,1
V006_77_1_18_11_03_13_1_9605w_20200918_11_a0004.jpg,2020/09/18,3024,4032,77,1,4.0,18,11,3,13,1,687,1725,2299,3337,1
V006_77_1_18_11_03_13_1_9605w_20200918_11_a0005.jpg,2020/09/18,4032,3024,77,1,4.0,18,11,3,13,1,695,724,2307,2337,1
V006_77_1_18_11_03_13_1_9605w_20200918_11_a0006.jpg,2020/09/18,4032,3024,77,1,4.0,18,11,3,13,1,1725,687,3337,2299,1
V006_77_1_18_11_03_13_1_9605w_20200918_11_a0007.jpg,2020/09/18,3024,4032,77,1,4.0,18,11,3,13,1,687,1725,2299,3337,1
V006_77_1_18_11_03_13_1_9605w_20200918_11_a0008.jpg,2020/09/18,3024,4032,77,1,4.0,18,11,3,13,1,724,1725,2337,3337,1
V006_77_1_18_11_03_13_1_9605w_20200918_11_a0009.jpg,2020/09/18,4032,3024,77,1,4.0,18,11,3,13,1,1725,687,3337,2299,1
V006_77_1_18_11_03_13_1_9605w_20200918_12_a0000.jpg,2020/09/18,4032,3024,77,1,4.0,18,11,3,13,1,1115,697,3462,2249,1
V006_77_1_18_11_03_13_1_9605w_20200918_12_a0001.jpg,2020/09/18,3024,4032,77,1,4.0,18,11,3,13,1,775,570,2327,2917,1
V006_77_1_18_11_03_13_1_9605w_20200918_12_a0002.jpg,2020/09/18,3024,4032,77,1,4.0,18,11,3,13,1,775,570,2327,2917,1
V006_77_1_18_11_03_13_1_9605w_20200918_12_a0003.jpg,2020/09/18,3024,4032,77,1,4.0,18,11,3,13,1,775,1115,2327,3462,1
V006_77_1_18_11_03_13_1_9605w_20200918_12_a0004.jpg,2020/09/18,4032,3024,77,1,4.0,18,11,3,13,1,570,697,2917,2249,1
V006_77_1_18_11_03_13_1_9605w_20200918_12_a0005.jpg,2020/09/18,3024,4032,77,1,4.0,18,11,3,13,1,775,1115,2327,3462,1
V006_77_1_18_11_03_13_1_9605w_20200918_12_a0006.jpg,2020/09/18,4032,3024,77,1,4.0,18,11,3,13,1,570,775,2917,2327,1
V006_77_1_18_11_03_13_1_9605w_20200918_12_a0007.jpg,2020/09/18,4032,3024,77,1,4.0,18,11,3,13,1,1115,775,3462,2327,1
V006_77_1_18_11_03_13_1_9605w_20200918_12_a0008.jpg,2020/09/18,3024,4032,77,1,4.0,18,11,3,13,1,697,1115,2249,3462,1
V006_77_1_18_11_03_13_1_9605w_20200918_12_a0009.jpg,2020/09/18,3024,4032,77,1,4.0,18,11,3,13,1,775,1115,2327,3462,1
V006_77_1_18_11_03_13_1_9605w_20200918_15_a0000.jpg,2020/09/18,4032,3024,77,1,4.0,18,11,3,13,1,114,178,3365,2080,1
V006_77_1_18_11_03_13_1_9605w_20200918_15_a0001.jpg,2020/09/18,4032,3024,77,1,4.0,18,11,3,13,1,667,178,3918,2080,1
V006_77_1_18_11_03_13_1_9605w_20200918_15_a0002.jpg,2020/09/18,3024,4032,77,1,4.0,18,11,3,13,1,944,114,2846,3365,1
V006_77_1_18_11_03_13_1_9605w_20200918_15_a0003.jpg,2020/09/18,4032,3024,77,1,4.0,18,11,3,13,1,667,178,3918,2080,1
V006_77_1_18_11_03_13_1_9605w_20200918_15_a0004.jpg,2020/09/18,4032,3024,77,1,4.0,18,11,3,13,1,667,178,3918,2080,1
V006_77_1_18_11_03_13_1_9605w_20200918_15_a0005.jpg,2020/09/18,3024,4032,77,1,4.0,18,11,3,13,1,944,667,2846,3918,1
V006_77_1_18_11_03_13_1_9605w_20200918_15_a0006.jpg,2020/09/18,3024,4032,77,1,4.0,18,11,3,13,1,178,114,2080,3365,1
V006_77_1_18_11_03_13_1_9605w_20200918_15_a0007.jpg,2020/09/18,3024,4032,77,1,4.0,18,11,3,13,1,944,114,2846,3365,1
V006_77_1_18_11_03_13_1_9605w_20200918_15_a0008.jpg,2020/09/18,4032,3024,77,1,4.0,18,11,3,13,1,667,944,3918,2846,1
V006_77_1_18_11_03_13_1_9605w_20200918_15_a0009.jpg,2020/09/18,3024,4032,77,1,4.0,18,11,3,13,1,178,114,2080,3365,1
V006_77_1_18_11_03_13_1_9605w_20200920_23_a0000.jpg,2020/09/20,3024,4032,77,1,4.0,18,11,3,13,1,477,334,2650,3099,1
V006_77_1_18_11_03_13_1_9605w_20200920_23_a0001.jpg,2020/09/20,3024,4032,77,1,4.0,18,11,3,13,1,477,933,2650,3697,1
V006_77_1_18_11_03_13_1_9605w_20200920_23_a0002.jpg,2020/09/20,3024,4032,77,1,4.0,18,11,3,13,1,477,334,2650,3099,1
V006_77_1_18_11_03_13_1_9605w_20200920_23_a0003.jpg,2020/09/20,4032,3024,77,1,4.0,18,11,3,13,1,334,374,3099,2546,1
V006_77_1_18_11_03_13_1_9605w_20200920_23_a0004.jpg,2020/09/20,3024,4032,77,1,4.0,18,11,3,13,1,477,334,2650,3099,1
V006_77_1_18_11_03_13_1_9605w_20200920_23_a0005.jpg,2020/09/20,3024,4032,77,1,4.0,18,11,3,13,1,374,933,2546,3697,1
V006_77_1_18_11_03_13_1_9605w_20200920_23_a0006.jpg,2020/09/20,3024,4032,77,1,4.0,18,11,3,13,1,374,933,2546,3697,1
