,farm_id,number,date,stemDiameter
1739,tom2,003,20211021,1.24
1740,tom2,005,20211021,
1741,tom2,010,20211021,1.35
1742,tom2,011,20211021,1.45
1743,tom2,012,20211021,1.59
1744,tom2,014,20211021,1.49
1745,tom2,017,20211021,1.24
1746,tom2,019,20211021,1.56
1747,tom2,020,20211021,1.63
1748,tom2,021,20211021,1.24
1749,tom2,022,20211021,1.56
1750,tom2,024,20211021,1.45
1751,tom2,025,20211021,1.45
1752,tom2,028,20211021,1.66
1753,tom2,040,20211022,1.52
1754,tom2,041,20211022,1.03
1755,tom2,043,20211022,1.49
1756,tom2,054,20211022,1.61
1757,tom2,058,20211022,1.6
1758,tom2,085,20211023,1.27
1759,tom2,089,20211023,1.59
1760,tom2,092,20211023,1.55
1761,tom2,094,20211023,
1762,tom2,001,20211027,0.96
1763,tom2,003,20211027,1.1
1764,tom2,004,20211027,1.35
1765,tom2,006,20211027,1.66
1766,tom2,008,20211027,1.74
1767,tom2,010,20211027,1.21
1768,tom2,013,20211027,1.24
1769,tom2,014,20211027,1.35
1770,tom2,017,20211027,1.27
1771,tom2,018,20211027,1.3
1772,tom2,030,20211027,1.46
1773,tom2,033,20211030,1.25
1774,tom2,036,20211030,1.61
1775,tom2,042,20211030,1.7
1776,tom2,043,20211030,1.31
1777,tom2,044,20211030,1.42
1778,tom2,046,20211030,1.59
1779,tom2,047,20211030,1.31
1780,tom2,052,20211030,1.52
1781,tom2,053,20211030,1.56
1782,tom2,057,20211030,1.59
1783,tom2,058,20211030,1.45
1784,tom2,059,20211030,1.63
1785,tom2,061,20211030,0.94
1786,tom2,062,20211030,1.47
1787,tom2,064,20211030,1.38
1788,tom2,065,20211030,1.27
1789,tom2,066,20211030,1.13
1790,tom2,068,20211030,1.72
1791,tom2,073,20211030,1.28
1792,tom2,074,20211030,1.31
1793,tom2,075,20211030,1.42
1794,tom2,076,20211030,1.66
1795,tom2,091,20211030,1.5
1796,tom2,092,20211030,1.25
1797,tom2,094,20211030,1.39
1798,tom2,096,20211030,1.44
1799,tom2,098,20211030,1.1
1800,tom2,011,20211117,1.31
1801,tom2,011,20211117,1.27
1802,tom2,015,20211117,1.31
1803,tom2,015,20211117,1.42
1804,tom2,016,20211117,1.22
1805,tom2,017,20211117,1.06
1806,tom2,017,20211117,1.1
1807,tom2,017,20211117,1.06
1808,tom2,017,20211117,1.24
1809,tom2,018,20211117,1.21
1810,tom2,018,20211117,1.39
1811,tom2,018,20211117,1.28
1812,tom2,019,20211117,1.51
1813,tom2,025,20211117,1.35
1814,tom2,027,20211117,1.24
1815,tom2,027,20211117,1.59
1816,tom2,027,20211117,1.63
1817,tom2,033,20211119,1.45
1818,tom2,033,20211119,1.27
1819,tom2,034,20211119,0.92
1820,tom2,034,20211119,0.85
1821,tom2,034,20211119,0.85
1822,tom2,037,20211119,1.2
1823,tom2,045,20211119,1.31
1824,tom2,046,20211119,1.42
1825,tom2,046,20211119,1.35
1826,tom2,046,20211119,1.42
1827,tom2,047,20211119,1.95
1828,tom2,047,20211119,2.1
1829,tom2,048,20211119,1.31
1830,tom2,048,20211119,1.42
1831,tom2,049,20211119,1.73
1832,tom2,049,20211119,1.63
1833,tom2,065,20211119,1.35
1834,tom2,065,20211119,
1835,tom2,065,20211119,1.64
1836,tom2,066,20211119,1.57
1837,tom2,066,20211119,1.57
1838,tom2,075,20211119,1.24
1839,tom2,075,20211119,1.31
1840,tom2,084,20211119,1.74
1841,tom2,085,20211119,1.42
1842,tom2,085,20211119,1.45
1843,tom2,085,20211119,1.59
1844,tom2,090,20211119,1.21
1845,tom2,090,20211119,1.14
1846,tom2,096,20211119,1.17
1847,tom2,096,20211119,1.1
1848,tom2,001,20211125,1.28
1849,tom2,002,20211125,1.49
1850,tom2,003,20211125,1.0
1851,tom2,003,20211125,1.07
1852,tom2,004,20211125,1.31
1853,tom2,004,20211125,1.35
1854,tom2,005,20211125,1.13
1855,tom2,005,20211125,1.2
1856,tom2,005,20211125,1.18
1857,tom2,006,20211125,1.31
1858,tom2,006,20211125,1.38
1859,tom2,006,20211125,1.38
1860,tom2,007,20211125,1.38
1861,tom2,008,20211125,1.45
1862,tom2,008,20211125,1.21
1863,tom2,008,20211125,1.42
1864,tom2,009,20211125,1.04
1865,tom2,009,20211125,1.04
1866,tom2,010,20211125,1.14
1867,tom2,010,20211125,0.99
1868,tom2,010,20211125,1.03
1869,tom2,011,20211125,1.33
1870,tom2,011,20211125,1.37
1871,tom2,012,20211125,1.1
1872,tom2,012,20211125,1.06
1873,tom2,012,20211125,1.1
1874,tom2,013,20211125,1.13
1875,tom2,013,20211125,1.13
1876,tom2,014,20211125,1.56
1877,tom2,015,20211125,1.52
1878,tom2,015,20211125,1.42
1879,tom2,016,20211125,1.31
1880,tom2,016,20211125,1.24
1881,tom2,016,20211125,1.42
1882,tom2,017,20211125,1.35
1883,tom2,017,20211125,1.38
1884,tom2,018,20211125,1.21
1885,tom2,018,20211125,1.28
1886,tom2,019,20211125,1.1
1887,tom2,019,20211125,1.06
1888,tom2,020,20211125,1.45
1889,tom2,020,20211125,1.45
1890,tom2,020,20211125,1.38
1891,tom2,021,20211125,1.46
1892,tom2,022,20211125,0.96
1893,tom2,022,20211125,1.0
1894,tom2,022,20211125,1.03
1895,tom2,023,20211125,1.26
1896,tom2,023,20211125,1.36
1897,tom2,023,20211125,1.25
1898,tom2,024,20211125,1.46
1899,tom2,024,20211125,1.46
1900,tom2,025,20211125,1.27
1901,tom2,025,20211125,1.17
1902,tom2,026,20211125,0.99
1903,tom2,027,20211125,1.28
1904,tom2,027,20211125,1.31
1905,tom2,028,20211125,1.35
1906,tom2,028,20211125,1.27
1907,tom2,028,20211125,1.2
1908,tom2,029,20211125,1.52
1909,tom2,029,20211125,1.67
1910,tom2,029,20211125,1.53
1911,tom2,030,20211125,1.44
1912,tom2,030,20211125,1.42
1913,tom2,030,20211125,1.3
1914,tom2,031,20211125,1.39
1915,tom2,031,20211125,1.58
1916,tom2,032,20211125,1.91
1917,tom2,032,20211125,1.95
1918,tom2,033,20211125,1.52
1919,tom2,033,20211125,1.59
1920,tom2,033,20211125,1.56
1921,tom2,034,20211125,1.7
1922,tom2,034,20211125,1.56
1923,tom2,035,20211125,1.42
1924,tom2,035,20211125,1.31
1925,tom2,037,20211125,1.31
1926,tom2,037,20211125,1.49
1927,tom2,038,20211125,1.53
1928,tom2,038,20211125,1.35
1929,tom2,039,20211125,1.1
1930,tom2,040,20211125,1.71
1931,tom2,040,20211125,1.81
1932,tom2,040,20211125,1.78
1933,tom2,041,20211125,1.78
1934,tom2,041,20211125,1.81
1935,tom2,042,20211125,1.56
1936,tom2,042,20211125,1.49
1937,tom2,042,20211125,1.56
1938,tom2,043,20211125,0.99
1939,tom2,043,20211125,1.17
1940,tom2,043,20211125,1.24
1941,tom2,044,20211125,1.06
1942,tom2,044,20211125,1.1
1943,tom2,045,20211125,1.35
1944,tom2,045,20211125,1.27
1945,tom2,046,20211125,1.73
1946,tom2,046,20211125,1.73
1947,tom2,047,20211125,1.42
1948,tom2,048,20211125,1.31
1949,tom2,048,20211125,1.27
1950,tom2,049,20211125,1.29
1951,tom2,049,20211125,1.28
1952,tom2,050,20211125,1.42
1953,tom2,050,20211125,1.31
1954,tom2,051,20211125,1.49
1955,tom2,052,20211125,1.45
1956,tom2,052,20211125,1.42
1957,tom2,053,20211125,1.31
1958,tom2,053,20211125,1.35
1959,tom2,053,20211125,1.38
1960,tom2,054,20211125,1.35
1961,tom2,054,20211125,1.45
1962,tom2,055,20211125,1.35
1963,tom2,057,20211125,1.35
1964,tom2,057,20211125,1.17
1965,tom2,057,20211125,1.31
1966,tom2,058,20211125,2.23
1967,tom2,058,20211125,2.23
1968,tom2,058,20211125,2.16
1969,tom2,059,20211125,1.26
1970,tom2,059,20211125,1.24
1971,tom2,060,20211125,1.46
1972,tom2,061,20211127,1.59
1973,tom2,061,20211127,1.31
1974,tom2,062,20211127,1.31
1975,tom2,062,20211127,1.2
1976,tom2,062,20211127,1.3
1977,tom2,063,20211127,1.06
1978,tom2,063,20211127,1.06
1979,tom2,063,20211127,0.96
1980,tom2,064,20211127,1.35
1981,tom2,064,20211127,1.32
1982,tom2,065,20211127,1.31
1983,tom2,065,20211127,1.52
1984,tom2,065,20211127,1.56
1985,tom2,066,20211127,1.49
1986,tom2,066,20211127,1.49
1987,tom2,067,20211127,1.78
1988,tom2,067,20211127,2.24
1989,tom2,067,20211127,2.16
1990,tom2,068,20211127,1.7
1991,tom2,069,20211127,1.33
1992,tom2,069,20211127,1.41
1993,tom2,070,20211127,1.23
1994,tom2,070,20211127,1.12
1995,tom2,071,20211127,1.78
1996,tom2,071,20211127,1.87
1997,tom2,072,20211127,1.14
1998,tom2,072,20211127,1.13
1999,tom2,073,20211127,1.17
2000,tom2,073,20211127,1.03
2001,tom2,073,20211127,1.13
2002,tom2,074,20211127,1.37
2003,tom2,074,20211127,1.52
2004,tom2,075,20211127,1.79
2005,tom2,075,20211127,1.75
2006,tom2,076,20211127,1.49
2007,tom2,076,20211127,1.45
2008,tom2,076,20211127,1.66
2009,tom2,077,20211127,1.29
2010,tom2,077,20211127,1.26
2011,tom2,077,20211127,1.19
2012,tom2,078,20211127,0.95
2013,tom2,078,20211127,1.09
2014,tom2,079,20211127,1.19
2015,tom2,080,20211127,1.35
2016,tom2,081,20211127,0.99
2017,tom2,081,20211127,0.92
2018,tom2,082,20211127,1.54
2019,tom2,083,20211127,1.38
2020,tom2,083,20211127,1.27
2021,tom2,084,20211127,1.28
2022,tom2,084,20211127,1.29
2023,tom2,085,20211127,
2024,tom2,085,20211127,1.2
2025,tom2,085,20211127,1.17
2026,tom2,085,20211127,1.17
2027,tom2,086,20211127,1.56
2028,tom2,087,20211127,1.35
2029,tom2,087,20211127,1.46
2030,tom2,087,20211127,1.45
2031,tom2,088,20211127,1.42
2032,tom2,088,20211127,1.42
2033,tom2,089,20211127,1.45
2034,tom2,089,20211127,1.42
2035,tom2,089,20211127,1.54
2036,tom2,090,20211127,1.06
2037,tom2,090,20211127,1.03
2038,tom2,091,20211127,1.21
2039,tom2,091,20211127,1.21
2040,tom2,091,20211127,0.99
2041,tom2,091,20211127,1.2
2042,tom2,092,20211127,1.52
2043,tom2,092,20211127,1.52
2044,tom2,093,20211127,1.7
2045,tom2,093,20211127,1.64
2046,tom2,094,20211127,1.31
2047,tom2,095,20211127,1.21
2048,tom2,095,20211127,1.21
2049,tom2,095,20211127,1.13
2050,tom2,096,20211127,1.35
2051,tom2,096,20211127,1.31
2052,tom2,096,20211127,1.27
2053,tom2,097,20211127,1.38
2054,tom2,097,20211127,1.31
2055,tom2,097,20211127,1.37
2056,tom2,098,20211127,1.31
2057,tom2,098,20211127,1.24
2058,tom2,098,20211127,1.31
2059,tom2,099,20211127,1.24
2060,tom2,099,20211127,1.15
2061,tom2,100,20211127,1.52
2062,tom2,001,20211203,1.45
2063,tom2,001,20211203,1.24
2064,tom2,002,20211203,1.24
2065,tom2,002,20211203,1.31
2066,tom2,003,20211203,1.24
2067,tom2,003,20211203,1.1
2068,tom2,004,20211203,1.06
2069,tom2,004,20211203,1.34
2070,tom2,004,20211203,1.22
2071,tom2,005,20211203,1.33
2072,tom2,005,20211203,1.31
2073,tom2,005,20211203,1.24
2074,tom2,006,20211203,1.49
2075,tom2,006,20211203,1.42
2076,tom2,006,20211203,1.56
2077,tom2,007,20211203,1.42
2078,tom2,007,20211203,1.38
2079,tom2,008,20211203,1.37
2080,tom2,008,20211203,1.44
2081,tom2,010,20211203,1.35
2082,tom2,010,20211203,1.49
2083,tom2,011,20211203,
2084,tom2,012,20211203,1.73
2085,tom2,012,20211203,1.2
2086,tom2,013,20211203,1.24
2087,tom2,014,20211203,1.1
2088,tom2,014,20211203,1.13
2089,tom2,014,20211203,1.2
2090,tom2,015,20211203,1.27
2091,tom2,015,20211203,1.17
2092,tom2,016,20211203,1.2
2093,tom2,016,20211203,1.24
2094,tom2,016,20211203,1.2
2095,tom2,018,20211203,1.06
2096,tom2,019,20211203,1.09
2097,tom2,019,20211203,1.21
2098,tom2,019,20211203,1.05
2099,tom2,020,20211203,1.49
2100,tom2,020,20211203,1.63
2101,tom2,020,20211203,1.66
2102,tom2,021,20211203,0.86
2103,tom2,021,20211203,0.71
2104,tom2,022,20211203,1.43
2105,tom2,022,20211203,0.97
2106,tom2,022,20211203,1.35
2107,tom2,022,20211203,1.05
2108,tom2,023,20211203,1.45
2109,tom2,024,20211203,1.38
2110,tom2,024,20211203,1.45
2111,tom2,024,20211203,1.42
2112,tom2,025,20211203,1.79
2113,tom2,026,20211203,1.39
2114,tom2,026,20211203,1.46
2115,tom2,027,20211203,0.95
2116,tom2,028,20211203,0.96
2117,tom2,028,20211203,1.1
2118,tom2,029,20211203,1.15
2119,tom2,029,20211203,1.21
2120,tom2,030,20211203,1.63
2121,tom2,030,20211203,1.52
2122,tom2,030,20211203,1.49
2123,tom2,031,20211203,1.17
2124,tom2,031,20211203,1.24
2125,tom2,031,20211203,1.27
2126,tom2,032,20211203,1.62
2127,tom2,032,20211203,1.49
2128,tom2,033,20211203,1.44
2129,tom2,033,20211203,1.46
2130,tom2,033,20211203,1.39
2131,tom2,034,20211203,1.35
2132,tom2,034,20211203,1.35
2133,tom2,035,20211203,1.4
2134,tom2,035,20211203,1.57
2135,tom2,035,20211203,1.6
2136,tom2,036,20211203,1.27
2137,tom2,036,20211203,1.33
2138,tom2,037,20211203,1.37
2139,tom2,038,20211203,1.38
2140,tom2,038,20211203,1.35
2141,tom2,039,20211203,1.27
2142,tom2,040,20211203,1.59
2143,tom2,040,20211203,1.73
2144,tom2,041,20211203,1.42
2145,tom2,042,20211203,1.1
2146,tom2,042,20211203,1.14
2147,tom2,042,20211203,1.12
2148,tom2,043,20211203,0.92
2149,tom2,043,20211203,0.89
2150,tom2,044,20211203,1.26
2151,tom2,044,20211203,1.45
2152,tom2,044,20211203,1.45
2153,tom2,046,20211203,1.45
2154,tom2,046,20211203,1.49
2155,tom2,047,20211203,1.52
2156,tom2,047,20211203,1.45
2157,tom2,048,20211203,0.92
2158,tom2,048,20211203,0.99
2159,tom2,048,20211203,0.99
2160,tom2,049,20211203,1.27
2161,tom2,049,20211203,1.28
2162,tom2,049,20211203,1.21
2163,tom2,050,20211203,1.24
2164,tom2,051,20211204,1.13
2165,tom2,051,20211204,1.17
2166,tom2,052,20211204,1.49
2167,tom2,052,20211204,1.51
2168,tom2,052,20211204,1.46
2169,tom2,052,20211204,1.43
2170,tom2,052,20211204,1.49
2171,tom2,052,20211204,1.81
2172,tom2,052,20211204,1.42
2173,tom2,053,20211204,1.21
2174,tom2,053,20211204,1.08
2175,tom2,054,20211204,1.1
2176,tom2,054,20211204,1.17
2177,tom2,055,20211204,1.45
2178,tom2,055,20211204,1.31
2179,tom2,056,20211204,1.52
2180,tom2,056,20211204,1.38
2181,tom2,057,20211204,1.42
2182,tom2,057,20211204,1.38
2183,tom2,058,20211204,1.52
2184,tom2,058,20211204,1.63
2185,tom2,058,20211204,1.68
2186,tom2,059,20211204,1.61
2187,tom2,059,20211204,1.63
2188,tom2,059,20211204,1.56
2189,tom2,060,20211204,1.38
2190,tom2,060,20211204,1.17
2191,tom2,061,20211204,1.14
2192,tom2,062,20211204,1.4
2193,tom2,062,20211204,1.16
2194,tom2,064,20211204,1.42
2195,tom2,064,20211204,1.31
2196,tom2,065,20211204,1.49
2197,tom2,065,20211204,1.32
2198,tom2,065,20211204,1.36
2199,tom2,066,20211204,1.31
2200,tom2,066,20211204,1.4
2201,tom2,067,20211204,1.31
2202,tom2,067,20211204,1.31
2203,tom2,067,20211204,1.32
2204,tom2,068,20211204,0.82
2205,tom2,068,20211204,0.75
2206,tom2,068,20211204,0.78
2207,tom2,069,20211204,1.19
2208,tom2,069,20211204,1.05
2209,tom2,069,20211204,1.04
2210,tom2,070,20211204,1.17
2211,tom2,070,20211204,1.27
2212,tom2,070,20211204,1.17
2213,tom2,071,20211204,0.81
2214,tom2,071,20211204,0.82
2215,tom2,072,20211204,1.04
2216,tom2,072,20211204,1.04
2217,tom2,073,20211204,1.07
2218,tom2,073,20211204,1.07
2219,tom2,074,20211204,1.27
2220,tom2,074,20211204,1.13
2221,tom2,075,20211204,0.86
2222,tom2,075,20211204,0.94
2223,tom2,075,20211204,0.95
2224,tom2,076,20211204,1.0
2225,tom2,076,20211204,0.93
2226,tom2,076,20211204,0.89
2227,tom2,077,20211204,0.76
2228,tom2,078,20211204,0.78
2229,tom2,078,20211204,0.79
2230,tom2,079,20211204,1.06
2231,tom2,080,20211204,0.93
2232,tom2,080,20211204,0.89
2233,tom2,081,20211204,1.22
2234,tom2,082,20211204,1.17
2235,tom2,083,20211204,1.13
2236,tom2,083,20211204,0.99
2237,tom2,083,20211204,1.06
2238,tom2,085,20211204,1.73
2239,tom2,085,20211204,1.61
2240,tom2,085,20211204,1.55
2241,tom2,086,20211204,1.27
2242,tom2,086,20211204,1.11
2243,tom2,086,20211204,1.2
2244,tom2,086,20211204,1.1
2245,tom2,087,20211204,1.13
2246,tom2,087,20211204,1.17
2247,tom2,088,20211204,1.4
2248,tom2,088,20211204,1.2
2249,tom2,089,20211204,1.1
2250,tom2,089,20211204,1.06
2251,tom2,089,20211204,1.13
2252,tom2,090,20211204,1.2
2253,tom2,091,20211204,1.31
2254,tom2,092,20211204,1.27
2255,tom2,093,20211204,1.45
2256,tom2,093,20211204,1.27
2257,tom2,093,20211204,1.27
2258,tom2,094,20211204,0.92
2259,tom2,094,20211204,0.81
2260,tom2,095,20211204,1.03
2261,tom2,095,20211204,1.14
2262,tom2,096,20211204,1.39
2263,tom2,096,20211204,1.24
2264,tom2,096,20211204,1.27
2265,tom2,097,20211204,1.31
2266,tom2,097,20211204,1.22
2267,tom2,098,20211204,0.99
2268,tom2,098,20211204,0.99
2269,tom2,099,20211204,1.42
2270,tom2,099,20211204,1.31
2271,tom2,099,20211204,1.35
2272,tom2,100,20211204,1.24
2273,tom2,100,20211204,1.11
2274,tom2,067,20211219,1.81
2275,tom2,068,20211219,1.18
2276,tom2,068,20211219,1.31
2277,tom2,069,20211219,1.49
2278,tom2,069,20211219,1.38
2279,tom2,070,20211219,1.44
2280,tom2,070,20211219,1.29
2281,tom2,071,20211219,1.67
2282,tom2,071,20211219,1.56
2283,tom2,072,20211219,1.2
2284,tom2,072,20211219,1.27
2285,tom2,073,20211219,1.46
2286,tom2,074,20211219,1.24
2287,tom2,074,20211219,1.31
2288,tom2,075,20211219,0.96
2289,tom2,075,20211219,0.99
2290,tom2,075,20211219,0.99
2291,tom2,076,20211219,1.45
2292,tom2,076,20211219,1.28
2293,tom2,077,20211219,1.38
2294,tom2,077,20211219,1.35
2295,tom2,077,20211219,1.24
2296,tom2,078,20211219,1.53
2297,tom2,078,20211219,1.49
2298,tom2,079,20211219,1.46
2299,tom2,079,20211219,1.43
2300,tom2,080,20211219,1.56
2301,tom2,080,20211219,1.49
2302,tom2,080,20211219,1.56
2303,tom3,001,20210917,0.96
2304,tom3,002,20210917,1.31
2305,tom3,003,20210917,0.86
2306,tom3,004,20210917,0.76
2307,tom3,008,20210917,1.24
2308,tom3,004,20210924,1.23
2309,tom3,005,20210924,1.09
2310,tom3,006,20210924,1.57
2311,tom3,007,20210924,0.92
2312,tom3,008,20210924,
2313,tom3,009,20210924,1.04
2314,tom3,010,20210924,1.17
2315,tom3,014,20210919,0.99
2316,tom3,018,20210919,0.96
2317,tom3,019,20210919,0.71
2318,tom3,022,20210919,1.17
2319,tom3,023,20210919,0.96
2320,tom3,024,20210919,1.13
2321,tom3,026,20210919,1.01
2322,tom3,027,20210919,1.27
2323,tom3,028,20210919,0.92
2324,tom3,028,20210919,0.92
2325,tom3,029,20210919,0.92
2326,tom3,033,20210919,0.92
2327,tom3,033,20210919,0.88
2328,tom3,036,20210919,1.01
2329,tom3,037,20210919,0.78
2330,tom3,037,20210919,0.7
2331,tom3,038,20210919,0.88
2332,tom3,041,20210920,1.0
2333,tom3,042,20210920,1.35
2334,tom3,045,20210920,0.92
2335,tom3,047,20210920,1.11
2336,tom3,050,20210920,1.18
2337,tom3,055,20210920,1.13
2338,tom3,058,20210920,1.27
2339,tom3,062,20210921,1.35
2340,tom3,064,20210921,1.17
2341,tom3,065,20210921,0.99
2342,tom3,066,20210921,0.92
2343,tom3,067,20210921,0.96
2344,tom3,068,20210921,1.24
2345,tom3,070,20210921,1.16
2346,tom3,072,20210921,1.24
2347,tom3,076,20210921,0.92
2348,tom3,079,20210921,1.1
2349,tom3,080,20210921,1.17
2350,tom3,081,20210921,0.87
2351,tom3,083,20210921,1.59
2352,tom3,084,20210921,1.41
2353,tom3,085,20210922,1.06
2354,tom3,086,20210922,1.05
2355,tom3,087,20210922,1.17
2356,tom3,088,20210922,1.49
2357,tom3,089,20210922,0.78
2358,tom3,090,20210922,1.35
2359,tom3,091,20210922,1.16
2360,tom3,093,20210922,1.35
2361,tom3,097,20210922,1.27
2362,tom3,098,20210922,1.25
2363,tom3,001,20211001,
2364,tom3,002,20211001,0.99
2365,tom3,003,20211001,1.42
2366,tom3,005,20211001,1.45
2367,tom3,007,20211001,1.03
2368,tom3,011,20210926,1.27
2369,tom3,012,20210926,1.2
2370,tom3,012,20211003,0.88
2371,tom3,013,20211003,0.86
2372,tom3,014,20210926,0.78
2373,tom3,014,20211003,0.85
2374,tom3,015,20211003,0.95
2375,tom3,016,20210926,0.71
2376,tom3,017,20210926,1.1
2377,tom3,017,20211003,1.27
2378,tom3,018,20210926,0.81
2379,tom3,018,20211003,1.45
2380,tom3,019,20210926,1.17
2381,tom3,019,20211003,1.06
2382,tom3,020,20211003,0.64
2383,tom3,021,20211003,1.06
2384,tom3,022,20210926,1.41
2385,tom3,024,20211003,
2386,tom3,025,20210926,1.16
2387,tom3,025,20211003,1.09
2388,tom3,025,20211003,1.2
2389,tom3,027,20211003,0.81
2390,tom3,029,20210926,1.38
2391,tom3,029,20211003,0.9
2392,tom3,033,20210926,1.06
2393,tom3,034,20210926,0.95
2394,tom3,036,20210926,1.17
2395,tom3,037,20210926,1.42
2396,tom3,039,20210926,0.96
2397,tom3,041,20210927,0.92
2398,tom3,042,20210927,0.67
2399,tom3,044,20210927,0.74
2400,tom3,045,20210927,0.92
2401,tom3,046,20210927,1.17
2402,tom3,046,20210927,1.38
2403,tom3,050,20210927,1.38
2404,tom3,051,20210927,1.2
2405,tom3,052,20210927,1.13
2406,tom3,053,20210927,
2407,tom3,056,20210927,1.35
2408,tom3,057,20210927,0.96
2409,tom3,060,20210927,1.24
2410,tom3,061,20210928,1.1
2411,tom3,063,20210928,1.11
2412,tom3,069,20210928,1.06
2413,tom3,071,20210928,1.31
2414,tom3,073,20210928,1.31
2415,tom3,074,20210928,1.1
2416,tom3,075,20210928,1.31
2417,tom3,077,20210928,0.96
2418,tom3,079,20210928,1.12
2419,tom3,081,20210928,1.1
2420,tom3,082,20210928,1.38
2421,tom3,083,20210928,1.27
2422,tom3,084,20210928,0.97
2423,tom3,086,20210929,1.06
2424,tom3,088,20210929,1.24
2425,tom3,089,20210929,
2426,tom3,090,20210929,1.31
2427,tom3,091,20210929,0.53
2428,tom3,092,20210929,0.64
2429,tom3,093,20210929,1.2
2430,tom3,094,20210929,0.53
2431,tom3,095,20210929,0.91
2432,tom3,096,20210929,1.17
2433,tom3,097,20210929,1.03
2434,tom3,098,20210929,1.17
2435,tom3,034,20211004,0.96
2436,tom3,034,20211004,0.5
2437,tom3,035,20211004,1.31
2438,tom3,036,20211004,0.99
2439,tom3,038,20211004,1.42
2440,tom3,039,20211004,1.38
2441,tom3,045,20211004,1.17
2442,tom3,046,20211004,1.31
2443,tom3,047,20211004,0.88
2444,tom3,048,20211004,1.45
2445,tom3,049,20211004,1.13
2446,tom3,050,20211004,1.31
2447,tom3,051,20211004,1.45
2448,tom3,052,20211004,1.45
2449,tom3,053,20211004,0.71
2450,tom3,054,20211004,0.93
2451,tom3,056,20211004,0.54
2452,tom3,058,20211004,0.92
2453,tom3,060,20211004,1.04
2454,tom3,062,20211005,0.85
2455,tom3,063,20211005,1.36
2456,tom3,066,20211005,0.67
2457,tom3,069,20211005,0.76
2458,tom3,071,20211005,1.0
2459,tom3,072,20211005,0.66
2460,tom3,074,20211005,0.78
2461,tom3,075,20211005,1.56
2462,tom3,078,20211005,0.88
2463,tom3,079,20211005,1.2
2464,tom3,080,20211005,1.04
2465,tom3,080,20211005,0.85
2466,tom3,081,20211005,1.06
2467,tom3,082,20211005,1.73
2468,tom3,083,20211005,0.81
2469,tom3,083,20211005,1.13
2470,tom3,085,20211006,0.85
2471,tom3,086,20211006,1.27
2472,tom3,087,20211006,0.67
2473,tom3,089,20211006,0.99
2474,tom3,091,20211006,0.73
2475,tom3,092,20211006,0.67
2476,tom3,093,20211006,0.83
2477,tom3,095,20211006,0.92
2478,tom3,098,20211006,0.92
2479,tom3,100,20211006,0.81
2480,tom3,005,20211011,1.68
2481,tom3,008,20211011,0.64
2482,tom3,009,20211011,1.06
2483,tom3,010,20211011,1.06
2484,tom3,011,20211011,0.87
2485,tom3,012,20211011,0.94
2486,tom3,016,20211011,0.88
2487,tom3,018,20211011,1.17
2488,tom3,019,20211011,1.26
2489,tom3,021,20211012,0.81
2490,tom3,023,20211012,0.9
2491,tom3,024,20211012,1.43
2492,tom3,025,20211012,0.74
2493,tom3,026,20211012,0.67
2494,tom3,027,20211012,1.17
2495,tom3,028,20211012,1.03
2496,tom3,029,20211012,1.28
2497,tom3,031,20211012,1.52
2498,tom3,031,20211012,1.23
2499,tom3,032,20211012,1.25
2500,tom3,035,20211012,1.18
2501,tom3,036,20211012,1.06
2502,tom3,037,20211012,1.14
2503,tom3,040,20211012,0.92
2504,tom3,041,20211013,0.88
2505,tom3,042,20211013,1.26
2506,tom3,043,20211013,0.78
2507,tom3,047,20211013,0.71
2508,tom3,048,20211013,1.03
2509,tom3,049,20211013,1.1
2510,tom3,050,20211013,1.03
2511,tom3,051,20211013,1.03
2512,tom3,052,20211013,0.96
2513,tom3,053,20211013,0.71
2514,tom3,054,20211013,1.06
2515,tom3,057,20211013,0.78
2516,tom3,059,20211013,0.99
2517,tom3,060,20211013,0.78
2518,tom3,061,20211014,0.67
2519,tom3,062,20211014,1.17
2520,tom3,064,20211014,0.99
2521,tom3,068,20211014,0.97
2522,tom3,071,20211015,0.7
2523,tom3,072,20211015,0.5
2524,tom3,075,20211015,1.24
2525,tom3,079,20211015,1.31
2526,tom3,081,20211015,1.09
2527,tom3,083,20211015,0.71
2528,tom3,084,20211015,1.35
2529,tom3,085,20211015,0.86
2530,tom3,089,20211015,0.81
2531,tom3,090,20211015,1.22
2532,tom3,091,20211015,0.78
2533,tom3,093,20211015,0.99
2534,tom3,096,20211015,0.53
2535,tom3,097,20211015,0.96
2536,tom3,097,20211015,1.31
2537,tom3,099,20211015,1.1
2538,tom3,100,20211015,0.76
2539,tom3,001,20211018,0.81
2540,tom3,002,20211018,0.99
2541,tom3,003,20211018,0.8
2542,tom3,004,20211018,0.85
2543,tom3,005,20211018,1.1
2544,tom3,006,20211018,0.92
2545,tom3,007,20211018,1.03
2546,tom3,008,20211018,0.81
2547,tom3,009,20211018,1.24
2548,tom3,010,20211018,
2549,tom3,011,20211018,0.99
2550,tom3,012,20211018,
2551,tom3,013,20211018,0.64
2552,tom3,014,20211018,1.2
2553,tom3,017,20211018,0.77
2554,tom3,018,20211018,0.78
2555,tom3,019,20211018,0.71
2556,tom3,021,20211019,0.92
2557,tom3,022,20211019,0.81
2558,tom3,023,20211019,0.78
2559,tom3,026,20211019,0.6
2560,tom3,027,20211019,0.81
2561,tom3,030,20211019,1.13
2562,tom3,031,20211019,0.69
